seq_id	class	organism	mtrA_score	mtoA_score	desc
WP_126520915.1	Shewanella_DmsE	Shewanella canadensis	517.7	241.9	WP_126520915.1 DmsE family decaheme c-type cytochrome [Shewanella canadensis]
RTR38135.1	Shewanella_DmsE	Shewanella canadensis	517.7	241.9	RTR38135.1 DmsE family decaheme c-type cytochrome [Shewanella canadensis]
WP_473680760.1	Shewanella_DmsE	Shewanella sp. GJ50-10	517.7	241.9	WP_473680760.1 DmsE family decaheme c-type cytochrome [Shewanella sp. GJ50-10]
WP_167680094.1	Shewanella_DmsE	Shewanella aestuarii	517.4	248.6	WP_167680094.1 DmsE family decaheme c-type cytochrome [Shewanella aestuarii]
QIR16242.1	Shewanella_DmsE	Shewanella aestuarii	517.4	248.6	QIR16242.1 DmsE family decaheme c-type cytochrome [Shewanella aestuarii]
WP_140933962.1	Shewanella_DmsE	unclassified Shewanella	517.2	246.4	WP_140933962.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [unclassified Shewanella]
QDF68408.1	Shewanella_DmsE	Shewanella sp. SNU WT4	517.2	246.4	QDF68408.1 DmsE family decaheme c-type cytochrome [Shewanella sp. SNU WT4]
WP_269372431.1	Shewanella_DmsE	Shewanella colwelliana	517.1	255.0	WP_269372431.1 DmsE family decaheme c-type cytochrome [Shewanella colwelliana]
WP_012141749.1	Shewanella_DmsE	Shewanella sediminis	517.1	251.0	WP_012141749.1 DmsE family decaheme c-type cytochrome [Shewanella sediminis]
WP_264726599.1	Shewanella_DmsE	Shewanella subflava	516.7	248.5	WP_264726599.1 DmsE family decaheme c-type cytochrome [Shewanella subflava]
WP_012004366.1	Shewanella_DmsE	Shewanella sediminis	516.7	236.0	WP_012004366.1 DmsE family decaheme c-type cytochrome [Shewanella sediminis]
WP_371998062.1	Shewanella_DmsE	unclassified Shewanella	516.5	240.1	WP_371998062.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [unclassified Shewanella]
WP_274408551.1	Shewanella_DmsE	Shewanella	516.4	235.8	WP_274408551.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Shewanella]
WP_220743580.1	Shewanella_DmsE	Shewanella colwelliana	516.3	255.4	WP_220743580.1 DmsE family decaheme c-type cytochrome [Shewanella colwelliana]
WP_055025971.1	Shewanella_DmsE	Shewanella	516.2	241.2	WP_055025971.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Shewanella]
WP_126507381.1	Shewanella_DmsE	Shewanella atlantica	515.9	241.5	WP_126507381.1 DmsE family decaheme c-type cytochrome [Shewanella atlantica]
RTR28885.1	Shewanella_DmsE	Shewanella atlantica	515.9	241.5	RTR28885.1 DmsE family decaheme c-type cytochrome [Shewanella atlantica]
WP_392342885.1	Shewanella_DmsE	Shewanella frigidimarina	515.7	248.5	WP_392342885.1 DmsE family decaheme c-type cytochrome [Shewanella frigidimarina]
WP_394497821.1	Shewanella_DmsE	Shewanella sp. ENK2	515.7	242.0	WP_394497821.1 DmsE family decaheme c-type cytochrome [Shewanella sp. ENK2]
WP_102531757.1	Shewanella_DmsE	Shewanella sp. 10N.286.52.B9	515.7	240.2	WP_102531757.1 DmsE family decaheme c-type cytochrome [Shewanella sp. 10N.286.52.B9]
WP_351088318.1	Shewanella_DmsE	Shewanella sp. S1-49-MNA-CIBAN-0167	515.7	249.7	WP_351088318.1 DmsE family decaheme c-type cytochrome [Shewanella sp. S1-49-MNA-CIBAN-0167]
WP_065188742.1	Shewanella_DmsE	Shewanella woodyi	515.7	244.5	WP_065188742.1 DmsE family decaheme c-type cytochrome [Shewanella woodyi]
WP_282166773.1	Shewanella_DmsE	Shewanella japonica	515.5	240.4	WP_282166773.1 DmsE family decaheme c-type cytochrome [Shewanella japonica]
WP_303445887.1	Shewanella_DmsE	Shewanella sp. 4_MG-2023	515.0	239.2	WP_303445887.1 DmsE family decaheme c-type cytochrome [Shewanella sp. 4_MG-2023]
WP_432282712.1	Shewanella_DmsE	Shewanella frigidimarina	515.0	253.1	WP_432282712.1 DmsE family decaheme c-type cytochrome [Shewanella frigidimarina]
WP_416384810.1	Shewanella_DmsE	Shewanella sp. TC10	515.0	242.7	WP_416384810.1 DmsE family decaheme c-type cytochrome [Shewanella sp. TC10]
WP_102439425.1	Shewanella_DmsE	unclassified Shewanella	514.8	240.3	WP_102439425.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [unclassified Shewanella]
WP_083698078.1	Shewanella_DmsE	Shewanella sp. UCD-KL21	514.8	243.7	WP_083698078.1 DmsE family decaheme c-type cytochrome [Shewanella sp. UCD-KL21]
WP_432306548.1	Shewanella_DmsE	Shewanella glacialipiscicola	514.7	247.0	WP_432306548.1 DmsE family decaheme c-type cytochrome [Shewanella glacialipiscicola]
WP_152831410.1	Shewanella_DmsE	Shewanella sp. YLB-07	514.4	241.3	WP_152831410.1 DmsE family decaheme c-type cytochrome [Shewanella sp. YLB-07]
WP_012322881.1	Shewanella_DmsE	Shewanella woodyi	514.1	243.5	WP_012322881.1 DmsE family decaheme c-type cytochrome [Shewanella woodyi]
WP_303445882.1	Shewanella_DmsE	Shewanella sp. 4_MG-2023	514.1	243.5	WP_303445882.1 DmsE family decaheme c-type cytochrome [Shewanella sp. 4_MG-2023]
QKG96174.1	Shewanella_DmsE	Shewanella oneidensis MR-1	514.0	252.7	QKG96174.1 DmsE family decaheme c-type cytochrome [Shewanella oneidensis MR-1]
WP_011071629.1	Shewanella_DmsE	Shewanella oneidensis	514.0	252.7	WP_011071629.1 DmsE family decaheme c-type cytochrome [Shewanella oneidensis]
AAN54492.1	Shewanella_DmsE	Shewanella oneidensis MR-1	514.0	252.7	AAN54492.1 periplasmic decaheme cytochrome c DmsE [Shewanella oneidensis MR-1]
WP_302476632.1	Shewanella_DmsE	unclassified Shewanella	514.0	248.6	WP_302476632.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [unclassified Shewanella]
WP_257748234.1	Shewanella_DmsE	Shewanella xiamenensis	513.9	254.2	WP_257748234.1 DmsE family decaheme c-type cytochrome [Shewanella xiamenensis]
WP_282634405.1	Shewanella_DmsE	Shewanella xiamenensis	513.8	253.6	WP_282634405.1 DmsE family decaheme c-type cytochrome [Shewanella xiamenensis]
WP_374758473.1	Shewanella_DmsE	Shewanella	513.7	238.8	WP_374758473.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Shewanella]
WP_299795120.1	Shewanella_DmsE	Shewanella atlantica	513.6	252.4	WP_299795120.1 DmsE family decaheme c-type cytochrome [Shewanella atlantica]
WP_220752493.1	Shewanella_DmsE	uncultured Shewanella sp.	513.6	238.7	WP_220752493.1 DmsE family decaheme c-type cytochrome [uncultured Shewanella sp.]
WP_033537445.1	Shewanella_DmsE	Shewanella	513.6	253.1	WP_033537445.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Shewanella]
QDF74611.1	Shewanella_DmsE	Shewanella marisflavi	513.6	253.1	QDF74611.1 DmsE family decaheme c-type cytochrome [Shewanella marisflavi]
WP_240132454.1	Shewanella_DmsE	Shewanella cutis	513.1	253.5	WP_240132454.1 DmsE family decaheme c-type cytochrome [Shewanella cutis]
WP_446694971.1	Shewanella_DmsE	Shewanella sp. Koi 1	513.1	252.1	WP_446694971.1 DmsE family decaheme c-type cytochrome [Shewanella sp. Koi 1]
WP_432366739.1	Shewanella_DmsE	Shewanella frigidimarina	513.0	248.4	WP_432366739.1 DmsE family decaheme c-type cytochrome [Shewanella frigidimarina]
WP_432313372.1	Shewanella_DmsE	Shewanella sp. MF08487	513.0	246.0	WP_432313372.1 DmsE family decaheme c-type cytochrome [Shewanella sp. MF08487]
WP_282895132.1	Shewanella_DmsE	Shewanella xiamenensis	513.0	252.4	WP_282895132.1 DmsE family decaheme c-type cytochrome [Shewanella xiamenensis]
WHF55524.1	Shewanella_DmsE	Shewanella xiamenensis	513.0	252.4	WHF55524.1 DmsE family decaheme c-type cytochrome [Shewanella xiamenensis]
WP_398427380.1	Shewanella_DmsE	Shewanella glacialipiscicola	512.7	245.5	WP_398427380.1 DmsE family decaheme c-type cytochrome [Shewanella glacialipiscicola]
WP_303503702.1	Shewanella_DmsE	Shewanella sp. 6_MG-2023	512.6	239.6	WP_303503702.1 DmsE family decaheme c-type cytochrome [Shewanella sp. 6_MG-2023]
WP_432325354.1	Shewanella_DmsE	Shewanella glacialipiscicola	512.6	246.0	WP_432325354.1 DmsE family decaheme c-type cytochrome [Shewanella glacialipiscicola]
WP_261737657.1	Shewanella_DmsE	Shewanella xiamenensis	512.6	252.4	WP_261737657.1 DmsE family decaheme c-type cytochrome [Shewanella xiamenensis]
WP_240132650.1	Shewanella_DmsE	Shewanella cutis	512.4	251.2	WP_240132650.1 DmsE family decaheme c-type cytochrome [Shewanella cutis]
WP_282678179.1	Shewanella_DmsE	Shewanella xiamenensis	512.4	250.7	WP_282678179.1 DmsE family decaheme c-type cytochrome [Shewanella xiamenensis]
WP_432345490.1	Shewanella_DmsE	Shewanella baltica	512.2	246.4	WP_432345490.1 DmsE family decaheme c-type cytochrome [Shewanella baltica]
WP_282643541.1	Shewanella_DmsE	Shewanella xiamenensis	512.0	253.8	WP_282643541.1 DmsE family decaheme c-type cytochrome [Shewanella xiamenensis]
WP_303462554.1	Shewanella_DmsE	Shewanella sp. 3_MG-2023	512.0	244.5	WP_303462554.1 DmsE family decaheme c-type cytochrome [Shewanella sp. 3_MG-2023]
RPA33565.1	Shewanella_DmsE	Shewanella psychromarinicola	511.8	247.3	RPA33565.1 DmsE family decaheme c-type cytochrome [Shewanella psychromarinicola]
AZG34647.1	Shewanella_DmsE	Shewanella psychromarinicola	511.8	247.3	AZG34647.1 DmsE family decaheme c-type cytochrome [Shewanella psychromarinicola]
WP_144042152.1	Shewanella_DmsE	Shewanella hanedai	511.7	236.9	WP_144042152.1 DmsE family decaheme c-type cytochrome [Shewanella hanedai]
WP_220110736.1	Shewanella_DmsE	Shewanella nanhaiensis	511.7	244.4	WP_220110736.1 DmsE family decaheme c-type cytochrome [Shewanella nanhaiensis]
TRY12330.1	Shewanella_DmsE	Shewanella hanedai	511.7	236.9	TRY12330.1 DmsE family decaheme c-type cytochrome [Shewanella hanedai]
UML92636.1	Shewanella_DmsE	Shewanella xiamenensis	511.5	249.8	UML92636.1 DmsE family decaheme c-type cytochrome [Shewanella xiamenensis]
WP_037469760.1	Shewanella_DmsE	Shewanella marina	511.5	252.7	WP_037469760.1 DmsE family decaheme c-type cytochrome [Shewanella marina]
UWG65856.1	Shewanella_DmsE	Shewanella xiamenensis	511.5	249.8	UWG65856.1 DmsE family decaheme c-type cytochrome [Shewanella xiamenensis]
BGZ77268.1	Shewanella_DmsE	Shewanella marina	511.5	252.7	BGZ77268.1 DmsE family decaheme c-type cytochrome [Shewanella marina]
PWH04905.1	Shewanella_DmsE	Shewanella xiamenensis	511.5	249.8	PWH04905.1 DmsE family decaheme c-type cytochrome [Shewanella xiamenensis]
WP_037425566.1	Shewanella_DmsE	Shewanella	511.5	249.8	WP_037425566.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Shewanella]
WP_279575208.1	Shewanella_DmsE	unclassified Shewanella	511.5	248.7	WP_279575208.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [unclassified Shewanella]
WP_432397558.1	Shewanella_DmsE	Shewanella glacialipiscicola	511.3	246.0	WP_432397558.1 DmsE family decaheme c-type cytochrome [Shewanella glacialipiscicola]
WP_318963855.1	Shewanella_DmsE	Shewanella colwelliana	511.2	257.2	WP_318963855.1 DmsE family decaheme c-type cytochrome [Shewanella colwelliana]
WP_169546987.1	Shewanella_DmsE	Shewanella	511.1	250.4	WP_169546987.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Shewanella]
WP_282634212.1	Shewanella_DmsE	Shewanella xiamenensis	511.0	251.7	WP_282634212.1 DmsE family decaheme c-type cytochrome [Shewanella xiamenensis]
WP_224020847.1	Shewanella_DmsE	Shewanella xiamenensis	510.9	250.9	WP_224020847.1 DmsE family decaheme c-type cytochrome [Shewanella xiamenensis]
WP_287947475.1	Shewanella_DmsE	Shewanella	510.8	238.3	WP_287947475.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Shewanella]
WP_374920758.1	Shewanella_DmsE	Shewanella xiamenensis	510.7	250.9	WP_374920758.1 DmsE family decaheme c-type cytochrome [Shewanella xiamenensis]
WP_443020109.1	Shewanella_DmsE	Shewanella sp. MTB7	510.7	251.1	WP_443020109.1 DmsE family decaheme c-type cytochrome [Shewanella sp. MTB7]
WP_102439419.1	Shewanella_DmsE	Shewanella sp. 10N.286.48.B5	510.6	243.7	WP_102439419.1 DmsE family decaheme c-type cytochrome [Shewanella sp. 10N.286.48.B5]
CAQ9278930.1	Shewanella_DmsE	Shewanella xiamenensis	510.6	250.6	CAQ9278930.1 MAG: Periplasmic decaheme cytochrome c DmsE [Shewanella xiamenensis]
WP_301413833.1	Shewanella_DmsE	Shewanella sp.	510.5	250.8	WP_301413833.1 DmsE family decaheme c-type cytochrome [Shewanella sp.]
WP_172591598.1	Shewanella_DmsE	Shewanella xiamenensis	510.4	251.4	WP_172591598.1 DmsE family decaheme c-type cytochrome [Shewanella xiamenensis]
WP_172590350.1	Shewanella_DmsE	Shewanella	510.4	251.0	WP_172590350.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Shewanella]
QRK78445.1	Shewanella_DmsE	Shewanella sp. LZH-2	510.3	251.0	QRK78445.1 DmsE family decaheme c-type cytochrome [Shewanella sp. LZH-2]
WP_037415802.1	Shewanella_DmsE	Shewanella	510.3	251.0	WP_037415802.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Shewanella]
WP_153666371.1	Shewanella_DmsE	Shewanella intestini	510.0	245.9	WP_153666371.1 DmsE family decaheme c-type cytochrome [Shewanella intestini]
WP_028763019.1	Shewanella_DmsE	Shewanella colwelliana	509.9	256.8	WP_028763019.1 DmsE family decaheme c-type cytochrome [Shewanella colwelliana]
WP_261299648.1	Shewanella_DmsE	Shewanella holmiensis	509.9	242.3	WP_261299648.1 DmsE family decaheme c-type cytochrome [Shewanella holmiensis]
WBJ98064.1	Shewanella_DmsE	Shewanella sp. MTB7	509.9	251.1	WBJ98064.1 DmsE family decaheme c-type cytochrome [Shewanella sp. MTB7]
WP_432309793.1	Shewanella_DmsE	Shewanella frigidimarina	509.8	248.2	WP_432309793.1 DmsE family decaheme c-type cytochrome [Shewanella frigidimarina]
WP_374926410.1	Shewanella_DmsE	Shewanella xiamenensis	509.7	250.8	WP_374926410.1 DmsE family decaheme c-type cytochrome [Shewanella xiamenensis]
WP_239889421.1	Shewanella_DmsE	Shewanella sp. Isolate13	509.3	256.4	WP_239889421.1 DmsE family decaheme c-type cytochrome [Shewanella sp. Isolate13]
WP_432282599.1	Shewanella_DmsE	Shewanella frigidimarina	509.2	247.6	WP_432282599.1 DmsE family decaheme c-type cytochrome [Shewanella frigidimarina]
WP_246611827.1	Shewanella_DmsE	Shewanella glacialipiscicola	509.2	243.7	WP_246611827.1 DmsE family decaheme c-type cytochrome [Shewanella glacialipiscicola]
WP_374906902.1	Shewanella_DmsE	Shewanella xiamenensis	509.0	251.3	WP_374906902.1 DmsE family decaheme c-type cytochrome [Shewanella xiamenensis]
WP_342193731.1	Shewanella_DmsE	Shewanella xiamenensis	509.0	249.3	WP_342193731.1 DmsE family decaheme c-type cytochrome [Shewanella xiamenensis]
QFU20637.1	Shewanella_DmsE	Shewanella sp. YLB-09	508.9	236.3	QFU20637.1 DmsE family decaheme c-type cytochrome [Shewanella sp. YLB-09]
QFU20917.1	Shewanella_DmsE	Shewanella sp. YLB-09	508.9	236.3	QFU20917.1 DmsE family decaheme c-type cytochrome [Shewanella sp. YLB-09]
QPG56205.1	Shewanella_DmsE	Shewanella eurypsychrophilus	508.9	236.3	QPG56205.1 DmsE family decaheme c-type cytochrome [Shewanella eurypsychrophilus]
WP_372005086.1	Shewanella_DmsE	Shewanella sp. 10N.286.51.B8	508.9	242.6	WP_372005086.1 DmsE family decaheme c-type cytochrome [Shewanella sp. 10N.286.51.B8]
WP_142873034.1	Shewanella_DmsE	Shewanella	508.9	236.3	WP_142873034.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Shewanella]
WP_047540583.1	Shewanella_DmsE	Shewanella sp. ZOR0012	508.9	252.0	WP_047540583.1 DmsE family decaheme c-type cytochrome [Shewanella sp. ZOR0012]
WP_182750416.1	Shewanella_DmsE	Shewanella	508.7	247.9	WP_182750416.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Shewanella]
WP_076413532.1	Shewanella_DmsE	Shewanella sp. UCD-KL12	508.3	235.7	WP_076413532.1 DmsE family decaheme c-type cytochrome [Shewanella sp. UCD-KL12]
WP_372002134.1	Shewanella_DmsE	Shewanella sp. 10N.286.51.B2	508.3	239.7	WP_372002134.1 DmsE family decaheme c-type cytochrome [Shewanella sp. 10N.286.51.B2]
WP_345317891.1	other	Ferrimonas gelatinilytica	508.1	250.2	WP_345317891.1 DmsE family decaheme c-type cytochrome [Ferrimonas gelatinilytica]
WP_281421765.1	Shewanella_DmsE	Shewanella glacialipiscicola	507.9	243.8	WP_281421765.1 DmsE family decaheme c-type cytochrome [Shewanella glacialipiscicola]
WP_241407063.1	Shewanella_DmsE	Shewanella	507.9	247.4	WP_241407063.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Shewanella]
WP_182696862.1	Shewanella_DmsE	unclassified Shewanella	507.7	246.9	WP_182696862.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [unclassified Shewanella]
WP_303503686.1	Shewanella_DmsE	Shewanella sp. 6_MG-2023	507.6	240.0	WP_303503686.1 DmsE family decaheme c-type cytochrome [Shewanella sp. 6_MG-2023]
WP_153666343.1	Shewanella_DmsE	Shewanella intestini	507.6	243.9	WP_153666343.1 DmsE family decaheme c-type cytochrome [Shewanella intestini]
WP_282895038.1	Shewanella_DmsE	Shewanella xiamenensis	507.4	253.0	WP_282895038.1 DmsE family decaheme c-type cytochrome [Shewanella xiamenensis]
WHF54555.1	Shewanella_DmsE	Shewanella xiamenensis	507.4	253.0	WHF54555.1 DmsE family decaheme c-type cytochrome [Shewanella xiamenensis]
RPA64538.1	Shewanella_DmsE	Shewanella frigidimarina	507.1	248.5	RPA64538.1 DmsE family decaheme c-type cytochrome [Shewanella frigidimarina]
WP_220756523.1	Shewanella_DmsE	Shewanella colwelliana	507.1	253.2	WP_220756523.1 DmsE family decaheme c-type cytochrome [Shewanella colwelliana]
WP_123776755.1	Shewanella_DmsE	Shewanella frigidimarina	507.1	248.5	WP_123776755.1 DmsE family decaheme c-type cytochrome [Shewanella frigidimarina]
WP_303411503.1	Shewanella_DmsE	Shewanella sp. 5_MG-2023	506.9	244.5	WP_303411503.1 DmsE family decaheme c-type cytochrome [Shewanella sp. 5_MG-2023]
WP_238106709.1	Shewanella_DmsE	Shewanella	506.9	258.3	WP_238106709.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Shewanella]
WP_342198596.1	Shewanella_DmsE	Shewanella xiamenensis	506.9	250.0	WP_342198596.1 DmsE family decaheme c-type cytochrome [Shewanella xiamenensis]
WP_394390922.1	Shewanella_DmsE	Shewanella woodyi	506.6	243.5	WP_394390922.1 DmsE family decaheme c-type cytochrome [Shewanella woodyi]
WP_101089286.1	Shewanella_DmsE	unclassified Shewanella	506.6	254.3	WP_101089286.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [unclassified Shewanella]
WP_102520308.1	Shewanella_DmsE	Shewanella sp. 10N.286.48.A6	506.6	240.7	WP_102520308.1 DmsE family decaheme c-type cytochrome [Shewanella sp. 10N.286.48.A6]
WP_303459497.1	Shewanella_DmsE	Shewanella sp. 3_MG-2023	506.6	239.7	WP_303459497.1 DmsE family decaheme c-type cytochrome [Shewanella sp. 3_MG-2023]
WP_055646898.1	Shewanella_DmsE	Shewanella sp. Sh95	506.5	250.9	WP_055646898.1 DmsE family decaheme c-type cytochrome [Shewanella sp. Sh95]
WP_102037792.1	Shewanella_DmsE	Shewanella sp. 11B5	506.3	247.7	WP_102037792.1 DmsE family decaheme c-type cytochrome [Shewanella sp. 11B5]
WP_371697046.1	Shewanella_DmsE	Shewanella sp. 5S214	506.1	246.4	WP_371697046.1 DmsE family decaheme c-type cytochrome [Shewanella sp. 5S214]
WP_372943666.1	Shewanella_DmsE	Shewanella sp.	505.7	218.9	WP_372943666.1 DmsE family decaheme c-type cytochrome, partial [Shewanella sp.]
WP_463263015.1	Shewanella_DmsE	Shewanella vesiculosa	505.7	246.8	WP_463263015.1 DmsE family decaheme c-type cytochrome [Shewanella vesiculosa]
WP_435806409.1	Shewanella_DmsE	Shewanella psychromarinicola	505.5	250.1	WP_435806409.1 DmsE family decaheme c-type cytochrome [Shewanella psychromarinicola]
WP_239891440.1	Shewanella_DmsE	Shewanella sp. Isolate13	505.3	250.0	WP_239891440.1 DmsE family decaheme c-type cytochrome [Shewanella sp. Isolate13]
WP_269801262.1	Shewanella_DmsE	Shewanella	505.3	247.8	WP_269801262.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Shewanella]
WP_208166776.1	Shewanella_DmsE	Shewanella algae	505.1	250.9	WP_208166776.1 DmsE family decaheme c-type cytochrome [Shewanella algae]
WP_484616990.1	other	Ferrimonas sp. YIN67	505.1	245.6	WP_484616990.1 DmsE family decaheme c-type cytochrome [Ferrimonas sp. YIN67]
WP_263168009.1	Shewanella_DmsE	Shewanella	505.0	251.7	WP_263168009.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Shewanella]
WP_412496140.1	Shewanella_DmsE	Shewanella chilikensis	504.9	245.4	WP_412496140.1 DmsE family decaheme c-type cytochrome [Shewanella chilikensis]
WP_218737739.1	Shewanella_DmsE	Shewanella	504.8	252.4	WP_218737739.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Shewanella]
WP_412501737.1	Shewanella_DmsE	Shewanella chilikensis	504.8	236.5	WP_412501737.1 DmsE family decaheme c-type cytochrome [Shewanella chilikensis]
